t,h_GR,h_model
1.4458614653663417e+02,8.1115363849263222e-01,8.1115363849263222e-01
1.4463615903975995e+02,8.1261354925142959e-01,8.1261354925142959e-01
1.4468617154288572e+02,8.1406837863782200e-01,8.1406837863782200e-01
1.4473618404601152e+02,8.1551811755458303e-01,8.1551811755458303e-01
1.4478619654913729e+02,8.1696275693631559e-01,8.1696275693631559e-01
1.4483620905226306e+02,8.1840228774951351e-01,8.1840228774951351e-01
1.4488622155538886e+02,8.1983670099261374e-01,8.1983670099261374e-01
1.4493623405851463e+02,8.2126598769605286e-01,8.2126598769605286e-01
1.4498624656164043e+02,8.2269013892232656e-01,8.2269013892232656e-01
1.4503625906476620e+02,8.2410914576604111e-01,8.2410914576604111e-01
1.4508627156789197e+02,8.2552299935397222e-01,8.2552299935397222e-01
1.4513628407101777e+02,8.2693169084512130e-01,8.2693169084512130e-01
1.4518629657414354e+02,8.2833521143076561e-01,8.2833521143076561e-01
1.4523630907726931e+02,8.2973355233451906e-01,8.2973355233451906e-01
1.4528632158039511e+02,8.3112670481238449e-01,8.3112670481238449e-01
1.4533633408352088e+02,8.3251466015280695e-01,8.3251466015280695e-01
1.4538634658664668e+02,8.3389740967673331e-01,8.3389740967673331e-01
1.4543635908977245e+02,8.3527494473765795e-01,8.3527494473765795e-01
1.4548637159289822e+02,8.3664725672168683e-01,8.3664725672168683e-01
1.4553638409602402e+02,8.3801433704758455e-01,8.3801433704758455e-01
1.4558639659914979e+02,8.3937617716682855e-01,8.3937617716682855e-01
1.4563640910227556e+02,8.4073276856366541e-01,8.4073276856366541e-01
1.4568642160540136e+02,8.4208410275516365e-01,8.4208410275516365e-01
1.4573643410852713e+02,8.4343017129126319e-01,8.4343017129126319e-01
1.4578644661165291e+02,8.4477096575483246e-01,8.4477096575483246e-01
1.4583645911477871e+02,8.4610647776171932e-01,8.4610647776171932e-01
1.4588647161790448e+02,8.4743669896080165e-01,8.4743669896080165e-01
1.4593648412103028e+02,8.4876162103404507e-01,8.4876162103404507e-01
1.4598649662415605e+02,8.5008123569654626e-01,8.5008123569654626e-01
1.4603650912728182e+02,8.5139553469659435e-01,8.5139553469659435e-01
1.4608652163040762e+02,8.5270450981571622e-01,8.5270450981571622e-01
1.4613653413353339e+02,8.5400815286872855e-01,8.5400815286872855e-01
1.4618654663665916e+02,8.5530645570379127e-01,8.5530645570379127e-01
1.4623655913978496e+02,8.5659941020245833e-01,8.5659941020245833e-01
1.4628657164291073e+02,8.5788700827972508e-01,8.5788700827972508e-01
1.4633658414603653e+02,8.5916924188408339e-01,8.5916924188408339e-01
1.4638659664916230e+02,8.6044610299756785e-01,8.6044610299756785e-01
1.4643660915228807e+02,8.6171758363580919e-01,8.6171758363580919e-01
1.4648662165541387e+02,8.6298367584808455e-01,8.6298367584808455e-01
1.4653663415853964e+02,8.6424437171736068e-01,8.6424437171736068e-01
1.4658664666166541e+02,8.6549966336035344e-01,8.6549966336035344e-01
1.4663665916479121e+02,8.6674954292756989e-01,8.6674954292756989e-01
1.4668667166791698e+02,8.6799400260335835e-01,8.6799400260335835e-01
1.4673668417104275e+02,8.6923303460595969e-01,8.6923303460595969e-01
1.4678669667416855e+02,8.7046663118755585e-01,8.7046663118755585e-01
1.4683670917729432e+02,8.7169478463431427e-01,8.7169478463431427e-01
1.4688672168042012e+02,8.7291748726644158e-01,8.7291748726644158e-01
1.4693673418354589e+02,8.7413473143822695e-01,8.7413473143822695e-01
1.4698674668667167e+02,8.7534650953809301e-01,8.7534650953809301e-01
1.4703675918979746e+02,8.7655281398864393e-01,8.7655281398864393e-01
1.4708677169292324e+02,8.7775363724670741e-01,8.7775363724670741e-01
1.4713678419604901e+02,8.7894897180338949e-01,8.7894897180338949e-01
1.4718679669917481e+02,8.8013881018411633e-01,8.8013881018411633e-01
1.4723680920230058e+02,8.8132314494868158e-01,8.8132314494868158e-01
1.4728682170542638e+02,8.8250196869129494e-01,8.8250196869129494e-01
1.4733683420855215e+02,8.8367527404062574e-01,8.8367527404062574e-01
1.4738684671167792e+02,8.8484305365985239e-01,8.8484305365985239e-01
1.4743685921480372e+02,8.8600530024670554e-01,8.8600530024670554e-01
1.4748687171792949e+02,8.8716200653351351e-01,8.8716200653351351e-01
1.4753688422105526e+02,8.8831316528724980e-01,8.8831316528724980e-01
1.4758689672418106e+02,8.8945876930957879e-01,8.8945876930957879e-01
1.4763690922730683e+02,8.9059881143689534e-01,8.9059881143689534e-01
1.4768692173043260e+02,8.9173328454037748e-01,8.9173328454037748e-01
1.4773693423355840e+02,8.9286218152602548e-01,8.9286218152602548e-01
1.4778694673668417e+02,8.9398549533470684e-01,8.9398549533470684e-01
1.4783695923980997e+02,8.9510321894220324e-01,8.9510321894220324e-01
1.4788697174293574e+02,8.9621534535925018e-01,8.9621534535925018e-01
1.4793698424606151e+02,8.9732186763158572e-01,8.9732186763158572e-01
1.4798699674918731e+02,8.9842277883999022e-01,8.9842277883999022e-01
1.4803700925231308e+02,8.9951807210032964e-01,8.9951807210032964e-01
1.4808702175543885e+02,9.0060774056360060e-01,9.0060774056360060e-01
1.4813703425856465e+02,9.0169177741597384e-01,9.0169177741597384e-01
1.4818704676169043e+02,9.0277017587883146e-01,9.0277017587883146e-01
1.4823705926481622e+02,9.0384292920881715e-01,9.0384292920881715e-01
1.4828707176794200e+02,9.0491003069787124e-01,9.0491003069787124e-01
1.4833708427106777e+02,9.0597147367327757e-01,9.0597147367327757e-01
1.4838709677419357e+02,9.0702725149770291e-01,9.0702725149770291e-01
1.4843710927731934e+02,9.0807735756923780e-01,9.0807735756923780e-01
1.4848712178044511e+02,9.0912178532144095e-01,9.0912178532144095e-01
1.4853713428357091e+02,9.1016052822337712e-01,9.1016052822337712e-01
1.4858714678669668e+02,9.1119357977965876e-01,9.1119357977965876e-01
1.4863715928982245e+02,9.1222093353048739e-01,9.1222093353048739e-01
1.4868717179294825e+02,9.1324258305169514e-01,9.1324258305169514e-01
1.4873718429607402e+02,9.1425852195477997e-01,9.1425852195477997e-01
1.4878719679919982e+02,9.1526874388695267e-01,9.1526874388695267e-01
1.4883720930232559e+02,9.1627324253117037e-01,9.1627324253117037e-01
1.4888722180545136e+02,9.1727201160617988e-01,9.1727201160617988e-01
1.4893723430857716e+02,9.1826504486655580e-01,9.1826504486655580e-01
1.4898724681170293e+02,9.1925233610273793e-01,9.1925233610273793e-01
1.4903725931482870e+02,9.2023387914107402e-01,9.2023387914107402e-01
1.4908727181795450e+02,9.2120966784385472e-01,9.2120966784385472e-01
1.4913728432108027e+02,9.2217969610935269e-01,9.2217969610935269e-01
1.4918729682420607e+02,9.2314395787186265e-01,9.2314395787186265e-01
1.4923730932733184e+02,9.2410244710173661e-01,9.2410244710173661e-01
1.4928732183045761e+02,9.2505515780542347e-01,9.2505515780542347e-01
1.4933733433358341e+02,9.2600208402550721e-01,9.2600208402550721e-01
1.4938734683670918e+02,9.2694321984074080e-01,9.2694321984074080e-01
1.4943735933983496e+02,9.2787855936608654e-01,9.2787855936608654e-01
1.4948737184296075e+02,9.2880809675275189e-01,9.2880809675275189e-01
1.4953738434608653e+02,9.2973182618822414e-01,9.2973182618822414e-01
1.4958739684921230e+02,9.3064974189631078e-01,9.3064974189631078e-01
1.4963740935233810e+02,9.3156183813717197e-01,9.3156183813717197e-01
1.4968742185546387e+02,9.3246810920735723e-01,9.3246810920735723e-01
1.4973743435858967e+02,9.3336854943984260e-01,9.3336854943984260e-01
1.4978744686171544e+02,9.3426315320406417e-01,9.3426315320406417e-01
1.4983745936484121e+02,9.3515191490595462e-01,9.3515191490595462e-01
1.4988747186796701e+02,9.3603482898797874e-01,9.3603482898797874e-01
1.4993748437109278e+02,9.3691188992916530e-01,9.3691188992916530e-01
1.4998749687421855e+02,9.3778309224514467e-01,9.3778309224514467e-01
1.5003750937734435e+02,9.3864843048818214e-01,9.3864843048818214e-01
1.5008752188047012e+02,9.3950789924721023e-01,9.3950789924721023e-01
1.5013753438359589e+02,9.4036149314786610e-01,9.4036149314786610e-01
1.5018754688672169e+02,9.4120920685252230e-01,9.4120920685252230e-01
1.5023755938984746e+02,9.4205103506032017e-01,9.4205103506032017e-01
1.5028757189297326e+02,9.4288697250720499e-01,9.4288697250720499e-01
1.5033758439609903e+02,9.4371701396595664e-01,9.4371701396595664e-01
1.5038759689922480e+02,9.4454115424622376e-01,9.4454115424622376e-01
1.5043760940235060e+02,9.4535938819455678e-01,9.4535938819455678e-01
1.5048762190547637e+02,9.4617171069443751e-01,9.4617171069443751e-01
1.5053763440860214e+02,9.4697811666631371e-01,9.4697811666631371e-01
1.5058764691172794e+02,9.4777860106763001e-01,9.4777860106763001e-01
1.5063765941485372e+02,9.4857315889285809e-01,9.4857315889285809e-01
1.5068767191797951e+02,9.4936178517353176e-01,9.4936178517353176e-01
1.5073768442110529e+02,9.5014447497827237e-01,9.5014447497827237e-01
1.5078769692423106e+02,9.5092122341282515e-01,9.5092122341282515e-01
1.5083770942735686e+02,9.5169202562008703e-01,9.5169202562008703e-01
1.5088772193048263e+02,9.5245687678013624e-01,9.5245687678013624e-01
1.5093773443360840e+02,9.5321577211026465e-01,9.5321577211026465e-01
1.5098774693673420e+02,9.5396870686500712e-01,9.5396870686500712e-01
1.5103775943985997e+02,9.5471567633616949e-01,9.5471567633616949e-01
1.5108777194298574e+02,9.5545667585285998e-01,9.5545667585285998e-01
1.5113778444611154e+02,9.5619170078151772e-01,9.5619170078151772e-01
1.5118779694923731e+02,9.5692074652594095e-01,9.5692074652594095e-01
1.5123780945236311e+02,9.5764380852731801e-01,9.5764380852731801e-01
1.5128782195548888e+02,9.5836088226425198e-01,9.5836088226425198e-01
1.5133783445861465e+02,9.5907196325279365e-01,9.5907196325279365e-01
1.5138784696174045e+02,9.5977704704646616e-01,9.5977704704646616e-01
1.5143785946486622e+02,9.6047612923629344e-01,9.6047612923629344e-01
1.5148787196799199e+02,9.6116920545082851e-01,9.6116920545082851e-01
1.5153788447111779e+02,9.6185627135618146e-01,9.6185627135618146e-01
1.5158789697424356e+02,9.6253732265604397e-01,9.6253732265604397e-01
1.5163790947736936e+02,9.6321235509171910e-01,9.6321235509171910e-01
1.5168792198049513e+02,9.6388136444214545e-01,9.6388136444214545e-01
1.5173793448362090e+02,9.6454434652392540e-01,9.6454434652392540e-01
1.5178794698674670e+02,9.6520129719135139e-01,9.6520129719135139e-01
1.5183795948987247e+02,9.6585221233642882e-01,9.6585221233642882e-01
1.5188797199299825e+02,9.6649708788890609e-01,9.6649708788890609e-01
1.5193798449612405e+02,9.6713591981629732e-01,9.6713591981629732e-01
1.5198799699924982e+02,9.6776870412390725e-01,9.6776870412390725e-01
1.5203800950237559e+02,9.6839543685485796e-01,9.6839543685485796e-01
1.5208802200550139e+02,9.6901611409011335e-01,9.6901611409011335e-01
1.5213803450862716e+02,9.6963073194850169e-01,9.6963073194850169e-01
1.5218804701175296e+02,9.7023928658674230e-01,9.7023928658674230e-01
1.5223805951487873e+02,9.7084177419946782e-01,9.7084177419946782e-01
1.5228807201800450e+02,9.7143819101924933e-01,9.7143819101924933e-01
1.5233808452113030e+02,9.7202853331661976e-01,9.7202853331661976e-01
1.5238809702425607e+02,9.7261279740009510e-01,9.7261279740009510e-01
1.5243810952738184e+02,9.7319097961620094e-01,9.7319097961620094e-01
1.5248812203050764e+02,9.7376307634949288e-01,9.7376307634949288e-01
1.5253813453363341e+02,9.7432908402257923e-01,9.7432908402257923e-01
1.5258814703675921e+02,9.7488899909614490e-01,9.7488899909614490e-01
1.5263815953988498e+02,9.7544281806897148e-01,9.7544281806897148e-01
1.5268817204301075e+02,9.7599053747796150e-01,9.7599053747796150e-01
1.5273818454613655e+02,9.7653215389815828e-01,9.7653215389815828e-01
1.5278819704926232e+02,9.7706766394276712e-01,9.7706766394276712e-01
1.5283820955238809e+02,9.7759706426317805e-01,9.7759706426317805e-01
1.5288822205551389e+02,9.7812035154898658e-01,9.7812035154898658e-01
1.5293823455863966e+02,9.7863752252801184e-01,9.7863752252801184e-01
1.5298824706176543e+02,9.7914857396632082e-01,9.7914857396632082e-01
1.5303825956489123e+02,9.7965350266824613e-01,9.7965350266824613e-01
1.5308827206801701e+02,9.8015230547640608e-01,9.8015230547640608e-01
1.5313828457114280e+02,9.8064497927172589e-01,9.8064497927172589e-01
1.5318829707426858e+02,9.8113152097345513e-01,9.8113152097345513e-01
1.5323830957739435e+02,9.8161192753918924e-01,9.8161192753918924e-01
1.5328832208052015e+02,9.8208619596488711e-01,9.8208619596488711e-01
1.5333833458364592e+02,9.8255432328488934e-01,9.8255432328488934e-01
1.5338834708677169e+02,9.8301630657193850e-01,9.8301630657193850e-01
1.5343835958989749e+02,9.8347214293719687e-01,9.8347214293719687e-01
1.5348837209302326e+02,9.8392182953026264e-01,9.8392182953026264e-01
1.5353838459614906e+02,9.8436536353919113e-01,9.8436536353919113e-01
1.5358839709927483e+02,9.8480274219050923e-01,9.8480274219050923e-01
1.5363840960240060e+02,9.8523396274923447e-01,9.8523396274923447e-01
1.5368842210552640e+02,9.8565902251889193e-01,9.8565902251889193e-01
1.5373843460865217e+02,9.8607791884153029e-01,9.8607791884153029e-01
1.5378844711177794e+02,9.8649064909773965e-01,9.8649064909773965e-01
1.5383845961490374e+02,9.8689721070666692e-01,9.8689721070666692e-01
1.5388847211802951e+02,9.8729760112603238e-01,9.8729760112603238e-01
1.5393848462115528e+02,9.8769181785214522e-01,9.8769181785214522e-01
1.5398849712428108e+02,9.8807985841992063e-01,9.8807985841992063e-01
1.5403850962740685e+02,9.8846172040289215e-01,9.8846172040289215e-01
1.5408852213053265e+02,9.8883740141323073e-01,9.8883740141323073e-01
1.5413853463365842e+02,9.8920689910175641e-01,9.8920689910175641e-01
1.5418854713678419e+02,9.8957021115795474e-01,9.8957021115795474e-01
1.5423855963990999e+02,9.8992733530999100e-01,9.8992733530999100e-01
1.5428857214303576e+02,9.9027826932472363e-01,9.9027826932472363e-01
1.5433858464616154e+02,9.9062301100771943e-01,9.9062301100771943e-01
1.5438859714928734e+02,9.9096155820326626e-01,9.9096155820326626e-01
1.5443860965241311e+02,9.9129390879438672e-01,9.9129390879438672e-01
1.5448862215553891e+02,9.9162006070285191e-01,9.9162006070285191e-01
1.5453863465866468e+02,9.9194001188919356e-01,9.9194001188919356e-01
1.5458864716179045e+02,9.9225376035271762e-01,9.9225376035271762e-01
1.5463865966491625e+02,9.9256130413151678e-01,9.9256130413151678e-01
1.5468867216804202e+02,9.9286264130248159e-01,9.9286264130248159e-01
1.5473868467116779e+02,9.9315776998131389e-01,9.9315776998131389e-01
1.5478869717429359e+02,9.9344668832253769e-01,9.9344668832253769e-01
1.5483870967741936e+02,9.9372939451951103e-01,9.9372939451951103e-01
1.5488872218054513e+02,9.9400588680443736e-01,9.9400588680443736e-01
1.5493873468367093e+02,9.9427616344837666e-01,9.9427616344837666e-01
1.5498874718679670e+02,9.9454022276125542e-01,9.9454022276125542e-01
1.5503875968992250e+02,9.9479806309187879e-01,9.9479806309187879e-01
1.5508877219304827e+02,9.9504968282793904e-01,9.9504968282793904e-01
1.5513878469617404e+02,9.9529508039602710e-01,9.9529508039602710e-01
1.5518879719929984e+02,9.9553425426164222e-01,9.9553425426164222e-01
1.5523880970242561e+02,9.9576720292920040e-01,9.9576720292920040e-01
1.5528882220555138e+02,9.9599392494204519e-01,9.9599392494204519e-01
1.5533883470867718e+02,9.9621441888245599e-01,9.9621441888245599e-01
1.5538884721180295e+02,9.9642868337165680e-01,9.9642868337165680e-01
1.5543885971492872e+02,9.9663671706982571e-01,9.9663671706982571e-01
1.5548887221805452e+02,9.9683851867610251e-01,9.9683851867610251e-01
1.5553888472118030e+02,9.9703408692859674e-01,9.9703408692859674e-01
1.5558889722430609e+02,9.9722342060439628e-01,9.9722342060439628e-01
1.5563890972743187e+02,9.9740651851957407e-01,9.9740651851957407e-01
1.5568892223055764e+02,9.9758337952919651e-01,9.9758337952919651e-01
1.5573893473368344e+02,9.9775400252733015e-01,9.9775400252733015e-01
1.5578894723680921e+02,9.9791838644704822e-01,9.9791838644704822e-01
1.5583895973993498e+02,9.9807653026043786e-01,9.9807653026043786e-01
1.5588897224306078e+02,9.9822843297860642e-01,9.9822843297860642e-01
1.5593898474618655e+02,9.9837409365168739e-01,9.9837409365168739e-01
1.5598899724931235e+02,9.9851351136884703e-01,9.9851351136884703e-01
1.5603900975243812e+02,9.9864668525828881e-01,9.9864668525828881e-01
1.5608902225556389e+02,9.9877361448726021e-01,9.9877361448726021e-01
1.5613903475868969e+02,9.9889429826205722e-01,9.9889429826205722e-01
1.5618904726181546e+02,9.9900873582802929e-01,9.9900873582802929e-01
1.5623905976494123e+02,9.9911692646958428e-01,9.9911692646958428e-01
1.5628907226806703e+02,9.9921886951019279e-01,9.9921886951019279e-01
1.5633908477119280e+02,9.9931456431239252e-01,9.9931456431239252e-01
1.5638909727431857e+02,9.9940401027779191e-01,9.9940401027779191e-01
1.5643910977744437e+02,9.9948720684707459e-01,9.9948720684707459e-01
1.5648912228057014e+02,9.9956415350000205e-01,9.9956415350000205e-01
1.5653913478369594e+02,9.9963484975541750e-01,9.9963484975541750e-01
1.5658914728682171e+02,9.9969929517124845e-01,9.9969929517124845e-01
1.5663915978994748e+02,9.9975748934450992e-01,9.9975748934450992e-01
1.5668917229307328e+02,9.9980943191130645e-01,9.9980943191130645e-01
1.5673918479619905e+02,9.9985512254683495e-01,9.9985512254683495e-01
1.5678919729932483e+02,9.9989456096538609e-01,9.9989456096538609e-01
1.5683920980245063e+02,9.9992774692034669e-01,9.9992774692034669e-01
1.5688922230557640e+02,9.9995468020420086e-01,9.9995468020420086e-01
1.5693923480870220e+02,9.9997536064853154e-01,9.9997536064853154e-01
1.5698924731182797e+02,9.9998978812402128e-01,9.9998978812402128e-01
1.5703925981495374e+02,9.9999796254045337e-01,9.9999796254045337e-01
1.5708927231807954e+02,9.9999988384671212e-01,9.9999988384671212e-01
1.5713928482120531e+02,9.9999555203078327e-01,9.9999555203078327e-01
1.5718929732433108e+02,9.9998496711975449e-01,9.9998496711975449e-01
1.5723930982745688e+02,9.9996812917981426e-01,9.9996812917981426e-01
1.5728932233058265e+02,9.9994503831625248e-01,9.9994503831625248e-01
1.5733933483370842e+02,9.9991569467345898e-01,9.9991569467345898e-01
1.5738934733683422e+02,9.9988009843492331e-01,9.9988009843492331e-01
1.5743935983995999e+02,9.9983824982323299e-01,9.9983824982323299e-01
1.5748937234308579e+02,9.9979014910007258e-01,9.9979014910007258e-01
1.5753938484621156e+02,9.9973579656622191e-01,9.9973579656622191e-01
1.5758939734933733e+02,9.9967519256155402e-01,9.9967519256155402e-01
1.5763940985246313e+02,9.9960833746503308e-01,9.9960833746503308e-01
1.5768942235558890e+02,9.9953523169471237e-01,9.9953523169471237e-01
1.5773943485871467e+02,9.9945587570773120e-01,9.9945587570773120e-01
1.5778944736184047e+02,9.9937027000031231e-01,9.9937027000031231e-01
1.5783945986496624e+02,9.9927841510775861e-01,9.9927841510775861e-01
1.5788947236809204e+02,9.9918031160445020e-01,9.9918031160445020e-01
1.5793948487121781e+02,9.9907596010384037e-01,9.9907596010384037e-01
1.5798949737434359e+02,9.9896536125845170e-01,9.9896536125845170e-01
1.5803950987746938e+02,9.9884851575987244e-01,9.9884851575987244e-01
1.5808952238059516e+02,9.9872542433875189e-01,9.9872542433875189e-01
1.5813953488372093e+02,9.9859608776479580e-01,9.9859608776479580e-01
1.5818954738684673e+02,9.9846050684676158e-01,9.9846050684676158e-01
1.5823955988997250e+02,9.9831868243245370e-01,9.9831868243245370e-01
1.5828957239309827e+02,9.9817061540871732e-01,9.9817061540871732e-01
1.5833958489622407e+02,9.9801630670143371e-01,9.9801630670143371e-01
1.5838959739934984e+02,9.9785575727551445e-01,9.9785575727551445e-01
1.5843960990247564e+02,9.9768896813489460e-01,9.9768896813489460e-01
1.5848962240560141e+02,9.9751594032252744e-01,9.9751594032252744e-01
1.5853963490872718e+02,9.9733667492037692e-01,9.9733667492037692e-01
1.5858964741185298e+02,9.9715117304941159e-01,9.9715117304941159e-01
1.5863965991497875e+02,9.9695943586959757e-01,9.9695943586959757e-01
1.5868967241810452e+02,9.9676146457989112e-01,9.9676146457989112e-01
1.5873968492123032e+02,9.9655726041823067e-01,9.9655726041823067e-01
1.5878969742435609e+02,9.9634682466153035e-01,9.9634682466153035e-01
1.5883970992748189e+02,9.9613015862567056e-01,9.9613015862567056e-01
1.5888972243060766e+02,9.9590726366549076e-01,9.9590726366549076e-01
1.5893973493373343e+02,9.9567814117478060e-01,9.9567814117478060e-01
1.5898974743685923e+02,9.9544279258627089e-01,9.9544279258627089e-01
1.5903975993998500e+02,9.9520121937162576e-01,9.9520121937162576e-01
1.5908977244311077e+02,9.9495342304143175e-01,9.9495342304143175e-01
1.5913978494623657e+02,9.9469940514518995e-01,9.9469940514518995e-01
1.5918979744936235e+02,9.9443916727130555e-01,9.9443916727130555e-01
1.5923980995248812e+02,9.9417271104707805e-01,9.9417271104707805e-01
1.5928982245561392e+02,9.9390003813869043e-01,9.9390003813869043e-01
1.5933983495873969e+02,9.9362115025120068e-01,9.9362115025120068e-01
1.5938984746186549e+02,9.9333604912852835e-01,9.9333604912852835e-01
1.5943985996499126e+02,9.9304473655344638e-01,9.9304473655344638e-01
1.5948987246811703e+02,9.9274721434756774e-01,9.9274721434756774e-01
1.5953988497124283e+02,9.9244348437133534e-01,9.9244348437133534e-01
1.5958989747436860e+02,9.9213354852401037e-01,9.9213354852401037e-01
1.5963990997749437e+02,9.9181740874365953e-01,9.9181740874365953e-01
1.5968992248062017e+02,9.9149506700714363e-01,9.9149506700714363e-01
1.5973993498374594e+02,9.9116652533010541e-01,9.9116652533010541e-01
1.5978994748687174e+02,9.9083178576695607e-01,9.9083178576695607e-01
1.5983995998999751e+02,9.9049085041086360e-01,9.9049085041086360e-01
1.5988997249312328e+02,9.9014372139373863e-01,9.9014372139373863e-01
1.5993998499624908e+02,9.8979040088622128e-01,9.8979040088622128e-01
1.5998999749937485e+02,9.8943089109766835e-01,9.8943089109766835e-01
1.6004001000250062e+02,9.8906519427613870e-01,9.8906519427613870e-01
1.6009002250562642e+02,9.8869331270837946e-01,9.8869331270837946e-01
1.6014003500875219e+02,9.8831524871981180e-01,9.8831524871981180e-01
1.6019004751187796e+02,9.8793100467451633e-01,9.8793100467451633e-01
1.6024006001500376e+02,9.8754058297521796e-01,9.8754058297521796e-01
1.6029007251812953e+02,9.8714398606327247e-01,9.8714398606327247e-01
1.6034008502125533e+02,9.8674121641864798e-01,9.8674121641864798e-01
1.6039009752438110e+02,9.8633227655991340e-01,9.8633227655991340e-01
1.6044011002750688e+02,9.8591716904421955e-01,9.8591716904421955e-01
1.6049012253063268e+02,9.8549589646728486e-01,9.8549589646728486e-01
1.6054013503375845e+02,9.8506846146337856e-01,9.8506846146337856e-01
1.6059014753688422e+02,9.8463486670530420e-01,9.8463486670530420e-01
1.6064016004001002e+02,9.8419511490438316e-01,9.8419511490438316e-01
1.6069017254313579e+02,9.8374920881043737e-01,9.8374920881043737e-01
1.6074018504626156e+02,9.8329715121177264e-01,9.8329715121177264e-01
1.6079019754938736e+02,9.8283894493516022e-01,9.8283894493516022e-01
1.6084021005251313e+02,9.8237459284582129e-01,9.8237459284582129e-01
1.6089022255563893e+02,9.8190409784740518e-01,9.8190409784740518e-01
1.6094023505876470e+02,9.8142746288197613e-01,9.8142746288197613e-01
1.6099024756189047e+02,9.8094469092999059e-01,9.8094469092999059e-01
1.6104026006501627e+02,9.8045578501028108e-01,9.8045578501028108e-01
1.6109027256814204e+02,9.7996074818003631e-01,9.7996074818003631e-01
1.6114028507126781e+02,9.7945958353478257e-01,9.7945958353478257e-01
1.6119029757439361e+02,9.7895229420836383e-01,9.7895229420836383e-01
1.6124031007751938e+02,9.7843888337292262e-01,9.7843888337292262e-01
1.6129032258064518e+02,9.7791935423887977e-01,9.7791935423887977e-01
1.6134033508377095e+02,9.7739371005491538e-01,9.7739371005491538e-01
1.6139034758689672e+02,9.7686195410794718e-01,9.7686195410794718e-01
1.6144036009002252e+02,9.7632408972310936e-01,9.7632408972310936e-01
1.6149037259314829e+02,9.7578012026373528e-01,9.7578012026373528e-01
1.6154038509627406e+02,9.7523004913133227e-01,9.7523004913133227e-01
1.6159039759939986e+02,9.7467387976556286e-01,9.7467387976556286e-01
1.6164041010252564e+02,9.7411161564422233e-01,9.7411161564422233e-01
1.6169042260565141e+02,9.7354326028321747e-01,9.7354326028321747e-01
1.6174043510877721e+02,9.7296881723654416e-01,9.7296881723654416e-01
1.6179044761190298e+02,9.7238829009626537e-01,9.7238829009626537e-01
1.6184046011502878e+02,9.7180168249248822e-01,9.7180168249248822e-01
1.6189047261815455e+02,9.7120899809334305e-01,9.7120899809334305e-01
1.6194048512128032e+02,9.7061024060495826e-01,9.7061024060495826e-01
1.6199049762440612e+02,9.7000541377143668e-01,9.7000541377143668e-01
1.6204051012753189e+02,9.6939452137483617e-01,9.6939452137483617e-01
1.6209052263065766e+02,9.6877756723514163e-01,9.6877756723514163e-01
1.6214053513378346e+02,9.6815455521024296e-01,9.6815455521024296e-01
1.6219054763690923e+02,9.6752548919591097e-01,9.6752548919591097e-01
1.6224056014003503e+02,9.6689037312577242e-01,9.6689037312577242e-01
1.6229057264316080e+02,9.6624921097128735e-01,9.6624921097128735e-01
1.6234058514628657e+02,9.6560200674172036e-01,9.6560200674172036e-01
1.6239059764941237e+02,9.6494876448411893e-01,9.6494876448411893e-01
1.6244061015253814e+02,9.6428948828328809e-01,9.6428948828328809e-01
1.6249062265566391e+02,9.6362418226176294e-01,9.6362418226176294e-01
1.6254063515878971e+02,9.6295285057978253e-01,9.6295285057978253e-01
1.6259064766191548e+02,9.6227549743526775e-01,9.6227549743526775e-01
1.6264066016504125e+02,9.6159212706379049e-01,9.6159212706379049e-01
1.6269067266816705e+02,9.6090274373854978e-01,9.6090274373854978e-01
1.6274068517129282e+02,9.6020735177034433e-01,9.6020735177034433e-01
1.6279069767441862e+02,9.5950595550754492e-01,9.5950595550754492e-01
1.6284071017754439e+02,9.5879855933607028e-01,9.5879855933607028e-01
1.6289072268067017e+02,9.5808516767935403e-01,9.5808516767935403e-01
1.6294073518379597e+02,9.5736578499832181e-01,9.5736578499832181e-01
1.6299074768692174e+02,9.5664041579136316e-01,9.5664041579136316e-01
1.6304076019004751e+02,9.5590906459430069e-01,9.5590906459430069e-01
1.6309077269317331e+02,9.5517173598036187e-01,9.5517173598036187e-01
1.6314078519629908e+02,9.5442843456015469e-01,9.5442843456015469e-01
1.6319079769942488e+02,9.5367916498163385e-01,9.5367916498163385e-01
1.6324081020255065e+02,9.5292393193007396e-01,9.5292393193007396e-01
1.6329082270567642e+02,9.5216274012804025e-01,9.5216274012804025e-01
1.6334083520880222e+02,9.5139559433535803e-01,9.5139559433535803e-01
1.6339084771192799e+02,9.5062249934908583e-01,9.5062249934908583e-01
1.6344086021505376e+02,9.4984346000348008e-01,9.4984346000348008e-01
1.6349087271817956e+02,9.4905848116996949e-01,9.4905848116996949e-01
1.6354088522130533e+02,9.4826756775712429e-01,9.4826756775712429e-01
1.6359089772443110e+02,9.4747072471062332e-01,9.4747072471062332e-01
1.6364091022755690e+02,9.4666795701322237e-01,9.4666795701322237e-01
1.6369092273068267e+02,9.4585926968472822e-01,9.4585926968472822e-01
1.6374093523380847e+02,9.4504466778196161e-01,9.4504466778196161e-01
1.6379094773693424e+02,9.4422415639872836e-01,9.4422415639872836e-01
1.6384096024006001e+02,9.4339774066578685e-01,9.4339774066578685e-01
1.6389097274318581e+02,9.4256542575081592e-01,9.4256542575081592e-01
1.6394098524631158e+02,9.4172721685838456e-01,9.4172721685838456e-01
